Iteration,run-time(ms)
0,8326
1,8733
2,9109
3,8607
4,8645
5,8834
6,8170
7,8546
8,8530
9,8466
10,8852
11,8173
12,8538
13,8106
14,8656
15,8774
16,8409
17,8614
18,8393
19,8375
20,8456
21,8559
22,7867
23,8134
24,8096
25,8549
26,8656
27,8774
28,8627
29,8390
30,8127
31,8454
