Iteration,run-time(ms)
0,67980
1,65314
2,64046
3,65810
4,64793
5,67280
6,66773
7,64238
8,64619
9,63279
10,68089
11,65795
12,66128
13,66203
14,63982
15,64314
16,64985
17,65825
18,63571
19,63572
20,67009
21,68786
22,70733
23,70756
24,69328
25,67028
26,70396
27,65333
28,66605
29,69426
30,69213
31,69195
